Gene Name	Accession	Object ID
wcaF	b2054	G7099
wcaI	b2050	EG11790
wcaJ	b2047	G7098
wcaK	b2045	G7096
wcaL	b2044	G7095
wcaM	b2043	G7094
wecB	b3786	EG11451
wecC	b3787	EG11452
wecE	b3791	EG11456
wecF	b4481	G7800
wecH	b3561	EG12274
wrbA	b1004	EG11540
wza	b2062	G7107
wzb	b2061	G7106
wzc	b2060	G7105
wzxC	b2046	G7097
wzxE	b3792	EG11486
wzyE	b3793	EG11457
wzzB	b2027	G7090
wzzE	b3785	EG11295
xanP	b3654	EG11194
xanQ	b2882	G7501
xapA	b2407	G85
xapB	b2406	EG13159
xapR	b2405	EG11146
xdhA	b2866	G7485
xdhB	b2867	G7486
xdhC	b2868	G7487
xdhD	b2881	G7500
xerC	b3811	EG11069
xerD	b2894	EG11071
xisD	b4633	G0-16717
xisE	b1141	G6585
xisR	b1346	G6677
xseA	b2509	EG11072
xseB	b0422	EG11098
xthA	b1749	EG11073
xtpA	b4845	G0-17126
xylA	b3565	EG11074
xylB	b3564	EG11075
xylE	b4031	EG11076
xylF	b3566	EG20252
xylG	b3567	EG12275
xylH	b3568	EG12276
xylR	b3569	EG20253
xylZ	b4834	G0-17109
xynR	b0272	G6144
yaaA	b0006	EG10011
yaaI	b0013	G8202
yaaJ	b0007	EG11555
yaaU	b0045	EG11566
yaaW	b0011	G6082
yaaX	b0005	G6081
yaaY	b0024	G6087
yabI	b0065	EG11571
yabP	b0056	EG12610
yabQ	b0057	EG12611
yabR	b4726	G0-16721
yacC	b0122	EG11089
yacG	b0101	EG12314
yacH	b0117	EG12315
yacL	b0119	EG12605
yacM	b4727	G0-16722
yadC	b0135	EG11678
yadE	b0130	EG11749
yadG	b0127	EG12320
yadH	b0128	EG12321
yadI	b0129	EG12322
yadK	b0136	EG12325
yadL	b0137	EG12326
yadM	b0138	EG12327
yadN	b0141	EG12328
yadS	b0157	EG12333
yadV	b0140	EG11973
yadW	b4728	G0-16723
yadX	b4765	G0-17011
yaeF	b0193	EG12138
yaeH	b0163	EG12336
yaeI	b0164	EG12337
yaeP	b4406	G372
yaeQ	b0190	G6098
yaeR	b0187	G6095
yafC	b0208	EG11649
yafD	b0209	EG11650
yafE	b0210	EG11651
yafF	b4503	G0-10431
yafJ	b0223	G6107
yafL	b0227	G6111
yafN	b0232	G6116
yafO	b0233	G6117
yafP	b0234	G6118
yafQ	b0225	G6109
yafS	b0213	G6100
yafT	b0217	G6101
yafU	b0218	G6102
yafV	b0219	G6103
yafW	b0246	G6121
yafX	b0248	G6123
yafY	b0251	G6126
yafZ	b0252	G6127
yagA	b0267	EG12338
yagB	b0266	EG12339
yagE	b0268	G6140
yagF	b0269	G6141
yagG	b0270	G6142
yagH	b0271	G6143
yagJ	b0276	G6147
yagK	b0277	G6148
yagL	b0278	G6149
yagM	b0279	G6150
yagN	b0280	G6151
yagP	b0282	G6153
yagU	b0287	G6158
yahB	b0316	G6181
yahC	b0317	G6182
yahD	b0318	G6183
yahE	b0319	G6184
yahF	b0320	G6185
yahG	b0321	G6186
yahH	b0322	G0-10550
yahI	b0323	G6188
yahJ	b0324	G6189
yahK	b0325	G6190
yahL	b0326	G6191
yahM	b0327	G6192
yahN	b0328	G6193
yahO	b0329	G6194
yahV	b4730	G0-16725
yaiA	b0389	EG11093
yaiI	b0387	G6230
yaiL	b0354	G6207
yaiO	b0358	G6210
yaiP	b0363	G6215
yaiS	b0364	G6216
yaiT	b4580	G6222
yaiW	b0378	G6227
yaiX	b4579	G6214
yaiY	b0379	G6228
yaiZ	b0380	G6229
yajC	b0407	EG11096
yajD	b0410	EG11097
yajG	b0434	EG12182
yajI	b0412	EG12874
yajL	b0424	G198
yajO	b0419	G6236
yajQ	b0426	G6240
yajR	b0427	G6241
ybaA	b0456	EG11099
ybaB	b0471	EG11100
ybaE	b0445	EG13217
ybaK	b0481	EG12454
ybaL	b0478	EG12623
ybaM	b0466	EG12830
ybaN	b0468	EG12843
ybaP	b0482	G6258
ybaQ	b0483	G6259
ybaT	b0486	G6262
ybaV	b0442	G6243
ybaY	b0453	G6250
ybaZ	b0454	G6251
ybbA	b0495	EG11657
ybbC	b0498	EG11769
ybbD	b0501	EG11770
ybbJ	b0488	G6264
ybbO	b0493	G6269
ybbP	b0496	G6270
ybbY	b0513	G6282
ybcF	b0521	EG12384
ybcH	b0567	EG12448
ybcI	b0527	EG12708
ybcJ	b0528	EG12879
ybcK	b0544	G6300
ybcL	b0545	G6301
ybcM	b0546	G6302
ybcN	b0547	G6303
ybcO	b0549	G6305
ybcV	b0558	G6313
ybcW	b0559	G6314
ybcY	b0562	G6316
ybdD	b4512	G0-10438
ybdF	b0579	G6324
ybdG	b0577	G6323
ybdJ	b0580	G6325
ybdK	b0581	G6326
ybdL	b0600	G6329
ybdM	b0601	G6330
ybdN	b0602	G6331
ybdR	b0608	G6335
ybdZ	b4511	G0-10437
ybeD	b0631	EG11592
ybeF	b0629	EG11594
ybeL	b0643	EG12851
ybeM	b4581	EG12208
ybeQ	b0644	G6351
ybeR	b0645	G6352
ybeT	b0647	G6354
ybeU	b0648	G6355
ybeX	b0658	G6361
ybeY	b0659	G6362
ybeZ	b0660	G6363
ybfA	b0699	EG11521
ybfB	b0702	EG11522
ybfC	b0704	EG11523
ybfD	b0706	EG11524
ybfE	b0685	EG11775
ybfF	b0686	EG11776
ybfG	b0691	EG11778
ybfI	b4636	G0-16714
ybfK	b4590	G0-10586
ybfL	b0705	G6377
ybfO	b0703	G6376
ybfP	b0689	G6374
ybfQ	b4514	G0-10440
ybgA	b0707	EG11108
ybgC	b0736	EG11110
ybgD	b0719	EG12359
ybgE	b0735	EG12395
ybgI	b0710	G6379
ybgO	b0716	G6385
ybgP	b0717	G6386
ybgQ	b0718	G6387
ybgS	b0753	G6394
ybgU	b4735	G0-16730
ybgV	b4768	G0-17014
ybhA	b0766	EG11239
ybhB	b0773	EG11238
ybhC	b0772	EG12875
ybhD	b0768	G6398
ybhF	b0794	G6411
ybhG	b0795	G6412
ybhH	b0769	G6399
ybhI	b0770	G6400
ybhJ	b0771	G6401
ybhK	b0780	G6402
ybhL	b0786	G6403
ybhM	b0787	G6404
ybhN	b0788	G6405
ybhP	b0790	G6407
ybhQ	b0791	G6408
ybhR	b0792	G6409
ybhS	b0793	G6410
ybhU	b4591	G0-10587
ybiA	b0798	EG11579
ybiB	b0800	EG11580
ybiE	b4769	G0-17015
ybiI	b0803	EG12421
ybiJ	b0802	EG12422
ybiO	b0808	G6417
ybiR	b0818	G6421
ybiT	b0820	G6423
ybiU	b0821	G6424
ybiV	b0822	G6425
ybiW	b0823	G6426
ybiX	b0804	G6413
ybiY	b0824	G6427
ybjC	b0850	EG12842
ybjD	b0876	G6459
ybjG	b0841	G6439
ybjH	b0843	G6441
ybjI	b0844	G6442
ybjJ	b0845	G6443
ybjL	b0847	G6445
ybjM	b0848	G6446
ybjN	b0853	G6447
ybjO	b0858	G6448
ybjP	b0865	G6450
ybjQ	b0866	G6451
ybjS	b0868	G6453
ybjT	b0869	G6454
ybjX	b0877	G6460
ycaC	b0897	EG11241
ycaD	b0898	EG11242
ycaI	b0913	EG12375
ycaK	b0901	EG12702
ycaL	b0909	G6470
ycaM	b0899	G6466
ycaN	b0900	G6467
ycaO	b0905	G6468
ycaP	b0906	G6469
ycaQ	b0916	G6471
ycaR	b0917	G6472
ycbF	b0944	EG12397
ycbJ	b0919	G6473
ycbU	b0942	G6484
ycbV	b0943	G6485
ycbX	b0947	G6487
ycbZ	b0955	G6493
yccA	b0970	EG11113
yccE	b1001	EG12196
yccF	b0961	G6496
yccJ	b1003	EG12703
yccM	b0992	G6513
yccS	b0960	G6495
yccU	b0965	G6499
yccX	b0968	G6502
ycdF	b1005	G6516
ycdU	b1029	G6536
ycdX	b1034	G6540
ycdY	b1035	G6541
ycdZ	b1036	G6542
yceB	b1063	EG11117
yceD	b1088	EG11119
yceF	b1087	EG11438
yceH	b1067	EG11537
yceI	b1056	EG11820
yceJ	b1057	G6554
yceK	b1050	EG12689
yceM	b1068	G6560
yceO	b1058	G6555
yceQ	b1085	G6563
ycfH	b1100	EG12303
ycfJ	b1110	EG12444
ycfK	b1154	EG12877
ycfL	b1104	G6564
ycfP	b1108	G6568
ycfT	b1115	G6572
ycfZ	b1121	G6578
ycgB	b1188	EG11516
ycgH	b4491	G6609
ycgI	b4521	G0-10444
ycgJ	b1177	G6614
ycgL	b1179	G6616
ycgM	b1180	G6617
ycgN	b1181	G6618
ycgR	b1194	G6623
ycgV	b1202	G6629
ycgX	b1161	G6601
ycgY	b1196	G6625
ycgZ	b1164	G6604
ychA	b1214	EG11251
ychE	b1242	EG11342
ychF	b1203	EG11404
ychH	b1205	EG11533
ychJ	b1233	EG12119
ychN	b1219	EG12404
ychO	b1220	EG12405
ychQ	b1213	G6630
ychS	b1228	G6631
ychT	b4771	G0-17017
yciA	b1253	EG11121
yciB	b1254	EG11122
yciC	b1255	EG11123
yciE	b1257	EG11125
yciF	b1258	EG11126
yciG	b1259	EG11127
yciH	b1282	EG11128
yciI	b1251	EG11607
yciK	b1271	EG11759
yciN	b1273	EG12868
yciO	b1267	G6635
yciQ	b1268	G6636
yciT	b1284	G6638
yciU	b1248	G6633
yciW	b1287	G6640
yciX	b4523	G0-10513
yciY	b4595	G0-8891
yciZ	b4596	G0-10591
ycjD	b1289	G6641
ycjF	b1322	EG12870
ycjG	b1325	G6661
ycjM	b1309	G6647
ycjN	b1310	G6648
ycjO	b1311	G6649
ycjP	b1312	G6650
ycjQ	b1313	G6651
ycjR	b1314	G6652
ycjS	b1315	G6653
ycjT	b1316	G6654
ycjU	b1317	G6655
ycjV	b1318	G6656
ycjW	b1320	G6658
ycjX	b1321	G6659
ycjY	b1327	G6663
ydaE	b4526	G0-9081
ydaF	b4527	G0-10448
ydaG	b1355	G6679
ydaS	b1357	G6681
ydaT	b1358	G6682
ydaU	b1359	G6683
ydaV	b1360	G6684
ydaW	b1361	G6685
ydaY	b1366	G6689
ydbA	b4492	G6722
ydbD	b1407	EG11310
ydbH	b1381	G6703
ydbJ	b4529	G0-10450
ydbK	b1378	G6701
ydbL	b1383	G6705
ydcA	b1419	EG11219
ydcC	b1460	EG11526
ydcD	b1457	EG11760
ydcF	b1414	EG12110
ydcH	b1426	EG12865
ydcI	b1422	G6737
ydcJ	b1423	G6738
ydcK	b1428	G6741
ydcL	b1431	G6742
ydcO	b1433	G6744
ydcR	b1439	G6750
ydcS	b1440	G6751
ydcT	b1441	G6752
ydcU	b1442	G6753
ydcV	b1443	G6754
ydcY	b1446	G6757
ydcZ	b1447	G6758
yddA	b1496	EG11742
yddB	b1495	EG11743
yddE	b1464	EG11825
yddG	b1473	EG12713
yddH	b1462	G6769
yddJ	b1470	G6771
yddK	b1471	G6772
yddL	b1472	G6773
yddM	b1477	G6774
yddY	b4746	G0-16740
ydeA	b1528	EG11636
ydeE	b1534	EG11640
ydeI	b1536	EG11644
ydeJ	b1537	EG11645
ydeM	b1497	G6787
ydeN	b1498	G6788
ydeO	b1499	G6789
ydeP	b1501	G6791
ydeQ	b1502	G6792
ydeR	b1503	G6793
ydeS	b1504	G6794
ydeT	b1505	G6795
ydfA	b1571	EG11300
ydfB	b1572	EG11301
ydfC	b1573	EG11302
ydfD	b1576	EG11303
ydfE	b1577	EG11304
ydfG	b1539	EG12345
ydfI	b1542	G6816
ydfJ	b1543	G6817
ydfK	b1544	G6818
ydfO	b1549	G6822
ydfR	b1555	G6828
ydfT	b1559	G6830
ydfU	b1560	G6831
ydfV	b1565	G6832
ydfW	b1567	G6834
ydfX	b1568	G6835
ydfZ	b1541	G6815
ydgA	b1614	G6865
ydgC	b1607	G6863
ydgD	b1598	G6856
ydgH	b1604	G6860
ydgI	b1605	G6861
ydgJ	b1624	G6868
ydgK	b1626	G6870
ydgU	b4601	G0-10593
ydhF	b1647	G6887
ydhI	b1643	G6883
ydhJ	b1644	G6884
ydhK	b1645	G6885
ydhL	b1648	G6888
ydhP	b1657	G6893
ydhQ	b1664	G6894
ydhR	b1667	G6895
ydhS	b1668	G6896
ydhT	b1669	G6897
ydhU	b1670	G6898
ydhV	b1673	G6901
ydhW	b1672	G6900
ydhX	b1671	G6899
ydhY	b1674	G6902
ydiB	b1692	EG11234
ydiE	b1705	EG12391
ydiF	b1694	EG12432
ydiH	b1685	G6911
ydiJ	b1687	G6913
ydiK	b1688	G6914
ydiL	b1689	G6915
ydiM	b1690	G6916
ydiN	b1691	G6917
ydiO	b1695	G6918
ydiP	b1696	G6919
ydiQ	b1697	G6920
ydiR	b1698	G6921
ydiS	b1699	G6922
ydiT	b1700	G6923
ydiY	b1722	G6928
ydiZ	b1724	G6929
ydjA	b1765	EG11134
ydjE	b1769	EG12369
ydjF	b1770	G6957
ydjG	b1771	G6958
ydjH	b1772	G6959
ydjI	b1773	G6960
ydjJ	b1774	G6961
ydjK	b1775	G6962
ydjL	b1776	G6963
ydjM	b1728	G6933
ydjO	b1730	G6935
ydjX	b1750	G6945
ydjY	b1751	G6946
ydjZ	b1752	G6947
yeaC	b1777	G6964
yeaD	b1780	G6966
yeaE	b1781	G6967
yeaG	b1783	G6969
yeaH	b1784	G6970
yeaK	b1787	G6973
yeaL	b1789	G6975
yeaO	b1792	G6978
yeaQ	b1795	G6981
yeaR	b1797	G6983
yeaV	b1801	G6987
yeaW	b1802	G6988
yeaX	b1803	G6989
yeaY	b1806	G6990
yebB	b1862	EG11136
yebC	b1864	EG11137
yebE	b1846	EG11806
yebF	b1847	EG11807
yebG	b1848	EG11808
yebK	b1853	EG12860
yebO	b1825	G7001
yebQ	b1828	G7004
yebV	b1836	G7009
yebW	b1837	G7010
yebY	b1839	G7012
yebZ	b1840	G7013
yecA	b1908	EG11139
yecD	b1867	EG12378
yecE	b1868	EG12379
yecF	b1915	EG12861
yecH	b1906	G7036
yecJ	b4537	G0-10455
yecM	b1875	G7025
yecN	b1869	G7019
yecR	b1904	G7035
yecT	b1877	G7026
yecU	b4752	G0-16746
yecV	b4778	G0-17024
yedA	b1959	EG11141
yedD	b1928	EG11659
yedE	b1929	EG11660
yedF	b1930	EG11661
yedI	b1958	EG12709
yedJ	b1962	EG12710
yedK	b1931	EG11662
yedL	b1932	G7040
yedN	b4495	G7043
yedP	b1955	G7048
yedS	b4496	G7052
yeeA	b2008	EG11891
yeeH	b4639	G0-16658
yeeJ	b1978	G7064
yeeL	b4497	G7066
yeeN	b1983	G7068
yeeO	b1985	G7070
yeeP	b1999	G7079
yeeR	b2001	G7081
yeeS	b2002	G7082
yeeT	b2003	G7083
yeeW	b2006	G7086
yeeY	b2015	G7088
yeeZ	b2016	G7089
yefM	b2017	EG12844
yegD	b2069	EG12200
yegH	b2063	G7108
yegI	b2070	G7109
yegJ	b2071	G7110
yegL	b2073	G7112
yegP	b2080	G7117
yegR	b2085	G7122
yegS	b2086	G7123
yegT	b2098	G7130
yegU	b2099	G7131
yegV	b2100	G7132
yegW	b2101	G7133
yegX	b2102	G7134
yegZ	b2083	G7120
yehA	b2108	EG11987
yehB	b2109	EG11988
yehC	b2110	EG11989
yehD	b2111	EG11990
yehE	b2112	EG11991
yehF	b2115	EG11992
yehH	b4499	G8208
yehI	b2118	EG11995
yehK	b4541	G0-10458
yehL	b2119	EG11998
yehM	b2120	EG11999
yehP	b2121	EG12002
yehQ	b2122	EG12003
yehR	b2123	EG12004
yehS	b2124	EG12005
yehW	b2128	EG12009
yehX	b2129	EG12010
yehY	b2130	EG12011
yeiB	b2152	EG11290
yeiE	b2157	EG12105
yeiG	b2154	EG12026
yeiH	b2158	EG12027
yeiI	b2160	EG12028
yeiL	b2163	EG12031
yeiP	b2171	EG12035
yeiQ	b2172	EG12036
yeiR	b2173	EG12104
yeiS	b2145	G7144
yeiW	b4502	G0-10511
yejA	b2177	EG12037
yejB	b2178	EG12038
yejE	b2179	EG12040
yejF	b2180	EG12041
yejG	b2181	EG12042
yejK	b2186	EG12048
yejL	b2187	EG12043
yejO	b2190	EG12051
yfaA	b2230	EG11142
yfaE	b2236	EG12360
yfaH	b2238	EG12881
yfaL	b2233	EG12850
yfaP	b2225	G7152
yfaQ	b2226	G7153
yfaS	b4500	G7155
yfaT	b2229	G7156
yfaU	b2245	G7158
yfaV	b2246	G7159
yfaX	b2248	G7161
yfaY	b2249	G7162
yfaZ	b2250	G7163
yfbK	b2270	G7177
yfbL	b2271	G7178
yfbM	b2272	G7179
yfbN	b2273	G7180
yfbO	b2274	G7181
yfbP	b2275	G7182
yfbR	b2291	G7185
yfbS	b2292	G7186
yfbU	b2294	G7188
yfbV	b2295	G7189
yfcA	b2327	EG11144
yfcC	b2298	G7190
yfcD	b2299	G7191
yfcE	b2300	G7192
yfcF	b2301	G7193
yfcG	b2302	G7194
yfcH	b2304	G7196
yfcJ	b2322	G7198
yfcL	b2325	G7200
yfcO	b2332	G7203
yfcP	b2333	G7204
yfcQ	b2334	G7205
yfcR	b2335	G7206
yfcS	b2336	G7207
yfcU	b4661	G7209
yfcV	b2339	G7210
yfcZ	b2343	G7214
yfdC	b2347	G7217
yfdE	b2371	G7234
yfdF	b2345	G7215
yfdG	b2350	G7219
yfdH	b2351	G7220
yfdI	b2352	G7221
yfdK	b2354	G7223
yfdL	b2355	G7224
yfdM	b2356	G7225
yfdN	b2357	G7226
yfdO	b2358	G7227
yfdP	b2359	G7228
yfdQ	b2360	G7229
yfdR	b2361	G7230
yfdS	b2362	G7231
yfdT	b2363	G7232
yfdV	b2372	G7235
yfdX	b2375	G7238
yfdY	b2377	G7240
yfeC	b2398	EG11431
yfeD	b2399	EG11432
yfeH	b2410	EG12376
yfeK	b2419	G7260
yfeN	b2408	G7256
yfeO	b2389	G7251
yfeR	b2409	G7257
yfeS	b2420	G7261
yfeW	b2430	G7265
yfeX	b2431	G7266
yfeY	b2432	G7267
yfeZ	b2433	G7268
yffB	b2471	EG11147
yffL	b2443	G7273
yffM	b2444	G7274
yffN	b2445	G7275
yffO	b2446	G7276
yffP	b2447	G7277
yffQ	b2448	G7278
yffR	b2449	G7279
yffS	b2450	G7280
yfgD	b2495	G7312
yfgG	b2504	G7315
yfgH	b2505	G7316
yfgI	b2506	G7317
yfgJ	b2510	G7318
yfgM	b2513	G7321
yfgO	b2493	G7310
yfhH	b2561	EG12308
yfhL	b2562	G7346
yfhM	b2520	G7323
yfhR	b2534	G7328
yfiB	b2605	EG11152
yfiC	b2575	EG11538
yfiE	b2577	EG11785
yfiF	b2581	EG11786
yfiH	b2593	EG12097
yfiL	b2602	EG12446
yfiM	b2586	EG12857
yfiR	b2603	G7354
yfiS	b4783	G0-17029
yfjD	b4461	EG12442
yfjF	b2618	G7357
yfjH	b2623	G7359
yfjI	b2625	G7360
yfjJ	b2626	G7361
yfjM	b2629	G7364
yfjP	b2632	G7367
yfjQ	b2633	G7368
yfjR	b2634	G7369
yfjS	b2636	G7371
yfjT	b2637	G7372
yfjU	b2638	G7373
yfjV	b2641	G7376
yfjW	b2642	G7377
yfjX	b2643	G7378
yfjY	b2644	G7379
yfjZ	b2645	G7380
ygaC	b2671	EG12201
ygaH	b2683	G7406
ygaM	b2672	G7400
ygaP	b2668	G7398
ygaQ	b4462	G7389
ygaV	b2667	G7397
ygaY	b2681	G7403
ygaZ	b2682	G7405
ygbA	b2732	EG11287
ygbE	b2749	EG12707
ygbI	b2735	G7416
ygbJ	b2736	G7417
ygbK	b2737	G7418
ygbL	b2738	G7419
ygbM	b2739	G7420
ygbN	b2740	G7421
ygcE	b2776	G7442
ygcG	b2778	G7444
ygcN	b2766	G7432
ygcO	b2767	G7433
ygcP	b2768	G7434
ygcQ	b2769	G7435
ygcR	b2770	G7436
ygcS	b2771	G7437
ygcU	b4463	G7439
ygcW	b2774	G7440
ygdB	b2824	EG11155
ygdD	b2807	EG11793
ygdG	b2798	EG12372
ygdI	b2809	G7453
ygdQ	b2832	G7460
ygdR	b2833	G7461
ygdT	b4610	G0-10601
ygeA	b2840	EG11157
ygeF	b2850	G7470
ygeG	b2851	G7471
ygeH	b2852	G7472
ygeI	b2853	G7473
ygeK	b2855	G7475
ygeL	b2856	G7476
ygeN	b2858	G7478
ygeO	b2859	G7479
ygeP	b2862	G7482
ygeQ	b2863	G7483
ygeV	b2869	G7488
ygeW	b2870	G7489
ygeX	b2871	G7490
ygeY	b2872	G7491
ygfB	b2909	EG11323
ygfF	b2902	G7514
ygfK	b2878	G7497
ygfM	b2880	G7499
ygfS	b2886	G7505
ygfT	b2887	G7506
ygfX	b2896	G7509
ygfZ	b2898	G7511
yggC	b2928	EG11161
yggE	b2922	EG11244
yggF	b2930	EG11245
yggI	b2944	EG12122
yggL	b2959	EG12443
yggM	b2956	EG12704
yggN	b2958	EG12705
yggP	b4465	G7520
yggR	b2950	G7526
yggS	b2951	G7527
yggT	b2952	G7528
yggU	b2953	G7529
yggX	b2962	G7532
yghA	b3003	EG11292
yghB	b3009	EG11824
yghD	b2968	G7535
yghE	b2969	G7536
yghF	b2970	G7537
yghG	b2971	G7538
yghJ	b4466	G7541
yghO	b2981	G7547
yghQ	b2983	G7549
yghR	b2984	G7550
yghS	b2985	G7551
yghT	b2986	G7552
yghU	b2989	G7553
yghW	b2998	G7555
yghX	b4658	G7557
ygiA	b3036	EG11163
ygiB	b3037	EG11164
ygiC	b3038	EG11165
ygiD	b3039	EG11166
ygiF	b3054	EG11603
ygiL	b3043	EG12363
ygiM	b3055	EG12434
ygiN	b3029	EG12657
ygiQ	b4469	G7568
ygiS	b3020	G7570
ygiV	b3023	G7573
ygiW	b3024	G7574
ygiZ	b3027	G7577
ygjH	b3074	G7597
ygjI	b3078	EG12720
ygjJ	b3079	G7598
ygjK	b3080	G7599
ygjP	b3085	G7604
ygjQ	b3086	G7605
ygjR	b3087	G7606
ygjV	b3090	G7608
yhaB	b3120	EG11173
yhaC	b3121	EG11174
yhaH	b3103	G7617
yhaI	b3104	G7618
yhaJ	b3105	G7619
yhaK	b3106	G7620
yhaL	b3107	G7621
yhaV	b3130	G7629
yhbE	b3184	EG11499
yhbO	b3153	G7647
yhbP	b3154	G7648
yhbQ	b3155	G7649
yhbS	b3156	G7650
yhbW	b3160	G7654
yhbX	b3173	G7655
yhbY	b3180	EG12794
yhcA	b3215	EG11515
yhcC	b3211	G7669
yhcD	b3216	G7670
yhcE	b4569	G7671
yhcF	b3219	G7673
yhcG	b3220	G7674
yhcN	b3238	G7683
yhcO	b3239	G7684
yhdE	b3248	EG11298
yhdH	b3253	EG11315
yhdJ	b3262	EG11498
yhdN	b3293	EG11970
yhdP	b4472	G7690
yhdT	b3257	G7693
yhdU	b3263	G7694
yhdV	b3267	G7695
yhdW	b3268	EG12834
yhdX	b3269	EG12835
yhdY	b3270	EG12836
yhdZ	b3271	EG12837
yheO	b3346	G7715
yheS	b3352	EG12903
yheT	b3353	G7718
yheU	b3354	G7719
yheV	b4551	G0-10466
yhfA	b3356	EG11182
yhfG	b3362	EG12374
yhfK	b3358	G7721
yhfL	b3369	G7722
yhfS	b3376	G7728
yhfT	b3377	G7729
yhfU	b3378	G7730
yhfW	b3380	G7732
yhfX	b3381	G7733
yhfY	b3382	G7734
yhfZ	b3383	G7735
yhgE	b3402	G7745
yhgF	b3407	G7746
yhgH	b3413	G7747
yhgN	b3434	G7753
yhgO	b4788	G0-17034
yhgP	b4789	G0-17035
yhhA	b3448	EG11184
yhhH	b3483	EG11520
yhhI	b3484	EG11525
yhhJ	b3485	EG11767
yhhL	b3466	EG12212
yhhM	b3467	EG12213
yhhN	b3468	EG12214
yhhQ	b3471	EG12217
yhhS	b3473	EG12219
yhhT	b3474	EG12220
yhhW	b3439	G7756
yhhX	b3440	G7757
yhhY	b3441	G7758
yhhZ	b3442	G7759
yhiD	b3508	EG11400
yhiI	b3487	EG12224
yhiJ	b3488	EG12225
yhiL	b4660	EG12227
yhiM	b3491	EG12228
yhiN	b3492	EG12229
yhiS	b3504	EG12238
yhiY	b4790	G0-17036
yhjB	b3520	EG12246
yhjD	b3522	EG12248
yhjE	b3523	EG12249
yhjG	b3524	EG12251
yhjJ	b3527	EG12254
yhjR	b3535	EG12262
yhjV	b3539	EG12266
yhjX	b3547	EG12268
yhjY	b3548	EG12269
yiaA	b3562	EG11186
yiaB	b3563	EG11267
yiaC	b3550	EG12270
yiaD	b3552	EG12271
yiaF	b3554	EG12273
yiaG	b3555	EG12624
yiaK	b3575	EG12279
yiaL	b3576	EG12280
yiaM	b3577	EG12281
yiaN	b3578	EG12282
yiaO	b3579	EG12283
yiaT	b3584	EG12288
yiaU	b3585	EG12289
yiaV	b3586	EG12290
yiaW	b3587	EG12291
yiaY	b3589	EG12293
yibA	b3594	EG11187
yibF	b3592	EG11762
yibG	b3596	EG11763
yibH	b3597	EG11764
yibI	b3598	EG11765
yibJ	b3595	EG11766
yibL	b3602	EG11964
yibN	b3611	EG12295
yibQ	b3614	EG12298
yibS	b4650	G0-16666
yibT	b4554	G0-10468
yibU	b4652	G0-16668
yibV	b4615	G0-10605
yibW	b4651	G0-16667
yibX	b4795	G0-17041
yibY	b4796	G0-17042
yicC	b3644	EG11192
yicG	b3646	EG11683
yicH	b3655	EG11684
yicI	b3656	EG11685
yicJ	b3657	EG11686
yicL	b3660	EG11688
yicN	b3663	EG11690
yicR	b3638	EG11312
yicS	b4555	G0-10469
yicT	b4653	G0-16669
yicU	b4797	G0-17043
yidA	b3697	EG11195
yidB	b3698	EG11196
yidC	b3705	EG11197
yidD	b4557	G0-10470
yidE	b3685	EG11536
yidF	b3674	EG11694
yidG	b3675	EG11695
yidH	b3676	EG11696
yidI	b3677	EG11697
yidJ	b3678	EG11705
yidK	b3679	EG11706
yidL	b3680	EG11707
yidP	b3684	EG11711
yidQ	b3688	EG11712
yidR	b3689	EG11713
yidX	b3696	EG11719
yidZ	b3711	EG11721
yieE	b3712	EG11722
yieF	b3713	EG11723
yieH	b3715	EG11725
yieK	b3718	EG11728
yieL	b3719	EG11729
yieP	b3755	EG11733
yifB	b3765	EG11260
yifL	b4558	G0-10471
yifN	b3777	G7798
yigA	b3810	EG11201
yigB	b3812	EG11202
yigE	b4482	EG11462
yigF	b3817	EG11464
yigG	b3818	EG11465
yigI	b3820	EG11467
yigL	b3826	EG11470
yigZ	b3848	EG11484
yihA	b3865	EG11203
yihD	b3858	EG11830
yihF	b3861	EG11832
yihG	b3862	EG11833
yihI	b3866	EG11835
yihL	b3872	EG11838
yihM	b3873	EG11839
yihN	b3874	EG11840
yihO	b3876	EG11841
yihP	b3877	EG11842
yihQ	b3878	EG11843
yihR	b3879	EG11844
yihS	b3880	EG11845
yihT	b3881	EG11846
yihU	b3882	EG11847
yihV	b3883	EG11848
yihX	b3885	EG11850
yihY	b3886	EG11851
yiiE	b3889	EG11854
yiiF	b3890	EG11855
yiiG	b3896	EG11860
yiiM	b3910	EG11870
yiiQ	b3920	EG11874
yiiR	b3921	EG11875
yiiS	b3922	EG11876
yiiX	b3937	EG11882
yijD	b3964	EG11395
yijE	b3943	EG11902
yijF	b3944	EG11903
yijO	b3954	EG11913
yjaA	b4011	EG11206
yjaB	b4012	EG11207
yjaG	b3999	EG11916
yjaH	b4001	EG11917
yjaZ	b3989	EG11429
yjbB	b4020	EG11919
yjbD	b4023	EG11922
yjbE	b4026	EG11923
yjbF	b4027	EG11924
yjbG	b4028	EG11925
yjbH	b4029	EG11926
yjbI	b4038	EG11927
yjbJ	b4045	EG11928
yjbL	b4047	EG11930
yjbM	b4048	EG11931
yjbQ	b4056	EG11935
yjbR	b4057	EG11936
yjbS	b4621	G0-10607
yjbT	b4620	G0-10606
yjcB	b4060	EG11937
yjcE	b4065	EG11940
yjcF	b4066	EG11941
yjcH	b4068	EG11943
yjcO	b4078	EG11951
