gene,1000:1_0h_1,1000:1_0h_2,1000:1_0h_3,1000:1_24h_1,1000:1_24h_2,1000:1_24h_3,1000:1_4h_1,1000:1_4h_2,1000:1_4h_3,1000:1_8h_1,1000:1_8h_2,1000:1_8h_3,1:1000_0h_1,1:1000_0h_2,1:1000_0h_3,1:1000_24h_1,1:1000_24h_2,1:1000_24h_3,1:1000_4h_1,1:1000_4h_2,1:1000_4h_3,1:1000_8h_1,1:1000_8h_2,1:1000_8h_3,1:1_0h_1,1:1_0h_2,1:1_0h_3,1:1_24h_1,1:1_24h_2,1:1_24h_3,1:1_4h_1,1:1_4h_2,1:1_4h_3,1:1_8h_1,1:1_8h_2,1:1_8h_3,E_coli_0h_1,E_coli_0h_2,E_coli_0h_3,E_coli_24h_1,E_coli_24h_2,E_coli_24h_3,E_coli_4h_1,E_coli_4h_2,E_coli_4h_3,E_coli_8h_1,E_coli_8h_2,E_coli_8h_3,P_putida_0h_1,P_putida_0h_2,P_putida_0h_3,P_putida_24h_1,P_putida_24h_2,P_putida_24h_3,P_putida_4h_1,P_putida_4h_2,P_putida_4h_3,P_putida_8h_1,P_putida_8h_2,P_putida_8h_3
b4047,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
b4048,8,13,7,35,45,17,5,27,13,25,28,11,0,0,0,10,0,8,0,0,0,0,0,0,12,4,8,12,29,18,6,21,5,21,25,18,4,1,4,66,86,59,18,25,12,14,12,2,0,0,0,0,0,0,0,0,0,0,0,0
b4049,1254,1233,1299,46,59,31,150,263,797,185,250,169,2,4,8,7,20,3,3,11,7,41,47,15,662,523,1370,19,27,20,99,99,375,68,82,66,550,303,166,214,262,304,124,208,779,251,224,158,0,0,0,1,0,0,0,3,0,0,1,0
b4050,71,54,79,503,623,379,36,52,75,115,160,87,0,0,0,44,24,31,2,6,3,12,9,1,58,30,155,297,273,277,35,40,53,103,157,114,48,30,50,956,635,831,35,36,65,131,136,95,0,0,0,1,0,0,0,0,0,0,0,0
b4051,1924,4892,912,2443,3189,1848,12786,8622,2826,7941,8528,8265,5,15,2,633,502,295,14,25,4,231,137,54,1484,3387,597,1244,1225,814,12061,10265,5184,4895,4904,4492,1133,4934,2321,8051,6911,7698,13227,10549,3328,7347,8987,7392,4,4,0,13,10,0,5,21,0,5,6,1
b4052,3431,3142,2971,123,158,76,858,1196,1792,1104,1276,702,13,17,33,51,42,22,17,49,18,132,101,40,1698,1632,1896,50,34,47,580,524,962,276,337,281,2236,1333,638,718,951,1030,795,1283,2030,1357,1006,712,0,2,0,1,1,0,1,19,0,2,1,0
b4053,740,656,1198,19,23,10,364,481,616,368,395,386,6,4,5,4,1,0,5,19,2,42,37,8,530,358,1237,0,0,7,157,146,539,35,60,66,871,628,405,63,73,50,514,642,690,526,406,389,1,0,0,0,0,0,1,4,0,0,0,0
b4054,1569,1496,1396,115,151,85,1527,1743,2708,784,1010,962,13,16,26,40,44,23,14,23,9,153,113,40,1026,748,886,35,36,54,955,699,1765,339,406,318,2017,1694,1237,457,579,672,1671,2180,2399,1014,1039,1268,0,2,0,6,2,0,2,10,0,0,0,0
b4055,357,441,327,12,15,5,878,2573,4699,826,941,1212,57,33,97,1,3,0,19,77,50,525,455,169,3139,1241,4552,4,3,4,264,292,3184,40,45,37,3391,1926,1749,36,41,46,1079,4834,4026,1004,720,1011,0,0,0,7,3,0,1,3,0,1,1,0
b4056,1879,3570,715,570,702,299,6994,4092,955,5237,5780,4395,14,7,6,196,160,56,2,20,9,83,66,29,1442,2095,733,274,232,142,6380,6337,1669,2121,2202,1980,1285,3549,1845,1622,1578,2022,7368,5390,1082,5904,6199,5151,5,0,0,3,7,0,3,15,0,2,1,1
b4057,955,1694,377,439,510,348,3459,2156,437,3213,3676,3143,3,4,3,168,151,50,0,5,4,39,41,21,728,1278,568,309,235,130,4146,3558,930,1617,1552,1390,652,2019,991,1189,1157,1355,3899,2917,549,3923,3981,3344,0,2,0,2,7,0,2,7,0,1,1,0
b4058,10339,8089,9949,10332,11546,8203,4421,4176,5635,5612,5861,5158,36,31,29,1398,1141,446,10,86,22,266,219,54,5284,4163,4684,3822,3699,1965,2577,1801,3805,4360,4956,4617,6376,5696,7943,22809,20318,22709,5396,5456,6124,6929,6110,5321,4,4,0,14,3,0,3,58,0,6,7,5
b4059,2308,2419,2796,1170,1716,1128,2949,3689,2821,3970,3960,4658,45,19,53,209,177,62,12,65,18,275,250,63,1863,1125,3443,466,517,468,1229,1268,2660,1492,1485,1617,3038,2963,1571,4395,3609,4334,3170,4504,3909,3839,4542,4970,2,4,0,7,10,0,4,14,0,3,3,0
b4060,1923,1469,1274,131,129,197,119,90,119,185,258,135,0,0,8,60,26,11,2,0,4,5,3,1,61,106,57,64,86,57,73,60,131,196,174,246,265,487,156,1030,606,694,103,78,200,231,267,115,0,1,0,2,0,0,1,12,0,0,1,0
b4061,254,363,84,1086,1316,655,1184,1039,325,871,1130,808,0,6,2,188,172,93,0,10,0,19,2,4,140,154,63,617,537,429,703,590,211,949,1003,724,186,271,136,2008,2156,2317,1246,1127,268,792,981,549,0,1,0,3,2,0,0,2,0,0,0,0
b4062,99,93,56,167,143,397,225,254,414,147,116,103,1,2,0,26,9,113,2,5,0,5,5,3,71,36,100,158,116,372,71,84,337,27,28,38,65,114,53,1088,916,1836,148,325,315,117,80,86,0,1,0,0,0,0,0,1,0,0,0,1
b4063,34,59,33,56,48,58,68,57,48,55,73,45,0,1,0,6,8,13,0,0,2,6,11,1,21,34,45,29,38,61,47,53,46,22,45,41,32,52,32,566,432,528,92,98,47,45,58,33,0,0,0,0,4,0,0,0,0,0,0,0
b4064,202,109,185,122,130,142,38,41,131,99,82,88,2,0,6,6,5,1,0,1,1,11,4,2,117,80,988,73,47,94,28,29,153,35,33,36,218,130,53,104,76,97,34,35,133,90,85,106,0,0,0,0,2,0,0,0,0,0,0,0
b4065,671,887,612,129,145,71,1405,1478,765,627,811,661,6,5,3,35,27,19,10,14,4,76,46,14,425,708,421,89,57,27,803,672,767,381,392,388,590,413,604,412,277,271,1485,1831,788,746,803,730,0,1,0,0,4,0,0,5,0,0,0,1
b4066,4,15,2,3,8,0,7,23,1,1,9,10,0,0,0,0,0,1,0,0,0,3,0,0,4,4,7,4,0,6,7,11,1,0,5,3,2,1,4,10,11,3,4,15,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
b4067,68,43,56,778,1028,699,810,1494,183,4572,4540,11674,1,2,2,194,211,97,2,3,3,0,0,3,27,42,42,275,278,318,139,234,60,635,1339,1015,33,53,80,1056,1928,2323,881,1234,165,2268,5243,12162,0,4,0,0,1,0,2,0,0,0,0,0
b4068,10,7,9,165,205,126,154,275,26,914,847,2026,0,0,0,36,35,10,0,1,0,0,0,0,9,2,2,43,48,82,39,41,15,119,252,143,6,2,15,266,498,666,187,249,43,422,970,2453,0,0,0,0,0,0,1,0,0,0,0,0
b4069,90,140,174,7409,9481,4225,5439,5970,621,15254,12497,34270,2,3,1,1073,1558,537,2,19,3,21,7,8,101,80,66,1855,2034,3143,1305,1967,171,2843,4939,3036,63,102,506,10435,17865,22304,7149,6329,479,8152,13893,38368,3,5,0,3,9,0,4,7,0,5,4,0
b4070,5776,13054,4363,30,74,15,1657,1684,231,766,1125,479,59,146,51,18,11,4,27,204,71,434,229,192,11209,11507,8061,16,12,4,2117,2222,1420,127,153,140,12223,13368,6306,48,60,41,2604,4731,237,976,1080,322,4,4,0,15,1,0,1,71,0,4,4,7
b4071,498,1071,271,3,3,0,165,134,18,50,48,49,2,11,7,1,0,0,3,29,24,31,25,23,868,779,923,1,0,0,263,219,150,6,1,4,928,1008,594,8,3,2,239,506,37,62,71,25,1,0,0,1,0,0,0,13,0,0,0,0
b4072,755,1271,298,0,3,5,241,195,37,53,66,34,3,10,9,0,1,0,0,18,9,30,14,16,1164,1540,1195,2,1,0,401,336,192,3,6,2,835,1104,653,6,3,6,333,607,38,70,64,48,0,0,0,3,0,0,1,6,0,0,0,0
b4073,1221,2248,487,12,17,11,561,412,46,121,109,97,7,13,10,2,3,1,8,33,9,36,17,29,2245,3152,2143,6,0,2,768,482,289,31,15,37,996,1749,1316,30,23,15,646,921,65,117,167,75,1,4,0,2,1,0,0,16,0,2,0,1
b4074,256,674,134,9,12,8,110,96,33,42,38,41,3,1,10,1,2,0,2,16,2,8,5,5,642,661,510,3,3,7,128,75,80,8,17,14,205,344,211,31,13,42,128,154,23,51,36,48,0,0,0,1,0,0,0,1,0,1,0,0
b4075,17,40,3,0,0,0,18,5,1,2,8,2,0,2,0,0,0,2,0,0,2,10,0,0,31,31,35,0,0,0,10,5,7,0,4,2,17,28,23,0,3,4,21,13,6,8,4,1,0,0,0,0,0,0,0,0,0,0,0,0
b4076,43,90,19,4,0,0,53,35,17,12,8,12,0,0,1,0,1,0,0,8,1,3,2,5,146,119,93,1,0,0,39,11,25,5,5,3,70,109,44,3,6,11,61,47,10,12,11,8,0,0,0,0,0,0,0,0,0,1,0,0
b4077,1071,909,1137,25,40,27,893,867,937,213,278,239,5,19,12,12,3,3,8,33,1,120,66,44,569,585,854,13,11,12,467,445,604,99,91,108,797,357,329,117,118,106,959,1081,940,279,274,203,0,0,0,1,0,0,0,3,0,0,0,1
b4078,622,894,373,172,207,155,899,781,505,908,1088,600,3,5,5,44,35,12,1,12,1,82,32,26,746,875,428,87,86,35,573,518,504,420,516,339,564,700,550,612,536,567,782,1076,488,1006,1062,509,0,1,0,3,4,0,0,6,0,0,2,0
b4079,4595,5422,22080,251,326,170,1022,1027,1462,1236,1646,1324,50,27,53,35,27,12,9,45,47,419,307,138,5714,5257,16743,89,99,60,1872,1185,1990,552,524,640,15605,11976,25251,356,283,350,1067,1879,1633,1375,1477,1012,0,1,0,28,5,0,0,25,0,0,1,16
b4080,19,24,13,3,7,0,24,34,18,21,16,20,0,0,0,1,0,0,0,0,2,3,1,1,11,14,19,0,0,2,6,11,23,7,15,5,17,22,36,23,18,22,25,34,25,14,26,35,0,0,0,0,0,0,0,0,0,0,0,0
b4081,16,8,8,2,3,7,10,27,19,15,10,8,0,1,0,2,0,0,0,4,0,1,0,3,9,6,11,0,3,0,4,4,19,11,4,8,10,7,17,9,9,4,11,15,4,16,10,20,0,0,0,0,0,0,0,0,0,0,0,0
b4082,7,3,4,1,1,4,10,9,1,7,5,4,0,0,0,0,0,0,0,0,0,8,1,0,0,1,1,1,0,0,1,2,3,2,2,1,0,4,5,5,3,3,8,9,3,5,11,3,0,0,0,0,0,0,0,0,0,0,0,0
b4083,7,8,4,5,6,2,6,13,12,3,2,7,0,0,0,1,0,1,0,0,0,0,1,0,6,4,4,4,0,0,2,5,5,1,0,6,2,10,7,4,11,10,4,4,4,8,2,5,0,0,0,0,0,0,0,0,0,0,0,0
b4084,36,24,23,13,13,6,56,106,83,41,54,49,0,0,1,12,8,3,0,2,0,8,5,1,27,31,41,10,5,7,32,43,143,24,26,21,29,42,57,58,37,40,57,114,94,58,67,41,0,0,1,0,0,0,0,0,0,0,0,0
b4085,15,24,19,19,4,5,33,98,95,18,20,37,1,0,0,2,2,0,0,0,0,8,2,2,24,22,30,3,4,7,19,17,176,15,16,17,17,23,91,28,28,17,27,139,100,37,37,16,1,0,0,0,0,0,0,0,0,0,0,0
b4086,11,11,9,3,0,0,7,41,54,11,10,20,0,0,0,7,1,0,0,0,0,5,2,2,25,9,47,0,1,0,7,3,105,9,7,12,17,12,46,9,7,15,9,81,73,10,24,9,0,0,0,0,1,0,0,0,0,0,0,0
b4087,24,14,9,1,1,1,10,48,70,29,20,9,0,0,1,0,2,1,0,1,1,1,2,0,39,13,99,0,0,3,5,7,74,1,9,11,16,2,44,3,5,10,12,102,138,16,21,13,0,0,0,0,0,0,0,0,0,0,0,0
b4088,60,54,36,5,10,9,70,147,174,64,62,74,0,0,1,2,1,3,0,1,3,18,5,1,118,49,221,3,7,0,28,14,275,23,20,27,48,51,174,17,30,28,82,292,202,91,75,31,0,0,0,0,0,0,0,0,0,0,0,0
b4089,254,270,215,32,19,28,188,416,546,240,299,184,16,1,4,13,6,1,6,18,7,50,52,13,326,234,555,3,10,12,95,91,314,82,111,83,375,210,151,72,102,124,173,500,446,301,302,171,0,0,0,0,0,0,0,0,0,0,1,0
b4090,20,52,26,7,8,10,59,131,209,97,114,103,7,2,5,2,1,0,0,11,1,17,19,13,97,53,665,2,10,3,47,39,146,13,25,22,99,35,128,44,32,20,78,247,224,106,114,136,0,0,0,0,0,0,0,0,0,0,0,0
b4092,89,135,68,188,298,165,278,305,150,352,407,319,0,2,0,61,50,27,0,0,1,3,4,4,37,58,28,95,102,83,245,210,105,249,314,255,50,112,35,1110,1046,1316,314,310,168,426,409,380,0,1,0,0,0,0,0,1,0,0,0,0
b4093,33,53,17,105,120,86,186,163,86,190,174,109,0,0,0,23,37,9,1,0,0,4,3,1,20,22,16,35,41,49,138,124,98,106,93,105,20,64,25,423,485,660,143,127,82,180,201,184,0,0,0,0,0,0,0,0,0,0,0,0
b4094,5,29,16,29,27,22,65,39,15,59,74,47,0,1,0,8,5,3,0,1,0,3,0,0,8,15,1,12,8,12,48,46,21,39,54,29,8,26,12,81,95,119,52,59,15,62,65,78,0,0,0,1,0,0,0,0,0,0,0,0
b4095,14,18,3,7,11,3,16,12,7,18,26,21,0,0,0,0,1,1,0,0,0,0,1,1,10,10,2,2,0,2,7,14,15,17,13,10,9,13,12,19,16,18,13,20,11,23,25,30,0,0,0,0,0,0,0,0,0,0,0,0
b4096,17,5,0,9,11,13,24,24,7,23,22,23,0,0,0,11,3,0,0,1,0,0,1,0,5,9,2,3,8,4,17,19,5,25,13,18,9,11,5,44,47,54,35,29,18,19,23,16,0,0,0,0,0,0,0,0,0,0,0,0
b4097,2,3,6,4,2,2,6,6,3,7,8,5,0,0,0,0,1,0,0,0,0,1,0,0,3,2,1,0,0,0,3,1,4,3,2,3,4,6,5,11,3,5,6,5,5,10,9,8,0,0,0,0,0,0,0,0,0,0,0,0
b4098,5,2,3,0,2,0,6,3,8,12,13,13,0,1,0,0,0,0,0,0,0,0,0,0,2,4,1,0,0,0,1,3,9,4,4,7,0,6,4,6,3,6,2,12,3,10,6,12,0,0,0,0,0,0,0,0,0,0,0,0
b4099,7,6,7,3,0,1,6,7,11,5,8,2,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1,0,1,0,4,1,4,1,6,0,3,6,5,4,7,8,6,10,5,17,4,9,0,0,0,0,0,0,0,0,0,0,0,0
b4100,0,3,4,1,0,0,2,3,1,1,3,3,0,0,0,1,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,4,1,0,6,1,1,3,2,1,1,4,2,0,2,2,6,0,0,0,0,0,0,0,0,0,0,0,0
b4101,0,1,0,0,0,1,1,4,1,4,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,1,2,0,3,3,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
b4102,2,7,1,2,3,0,4,3,5,5,9,7,0,0,0,0,1,0,0,0,0,0,0,0,3,2,0,0,0,0,11,1,2,0,2,5,2,6,6,4,4,2,4,3,0,8,11,9,0,0,0,0,0,0,0,0,0,0,0,0
b4105,8,4,4,7,10,5,11,5,5,13,8,19,0,0,0,0,0,3,0,0,0,0,0,0,1,2,0,2,1,0,4,5,2,3,3,6,2,3,0,12,13,11,8,5,2,20,17,20,0,0,0,0,0,0,0,2,0,0,0,0
b4106,7,1,0,0,4,0,1,7,1,9,3,2,0,0,0,1,0,0,0,0,0,1,0,0,2,0,0,0,0,1,2,1,0,1,0,3,5,0,2,5,7,4,4,1,1,7,0,5,0,0,0,0,0,0,0,0,0,0,0,0
b4107,225,294,18,6769,8236,4191,2005,1036,162,4329,4487,2890,0,2,0,1615,1582,467,1,18,1,13,3,11,66,108,10,2929,2770,1968,1333,1226,316,4661,4146,4075,32,407,100,22958,21415,26883,1850,1144,169,4386,4453,2871,2,1,0,1,3,0,5,4,0,6,2,0
b4108,3391,3537,3741,1787,2491,1586,2032,1466,1364,1956,2147,1947,14,29,43,418,420,180,17,54,10,181,208,54,1977,1521,3071,754,821,641,1599,1598,1587,1566,1561,1432,2046,2991,1514,3871,4429,5921,2239,1934,1279,2281,2159,1712,2,1,0,9,3,0,1,24,0,0,2,1
b4109,283,163,244,5,13,3,174,258,174,76,58,102,1,1,0,1,6,2,2,1,0,18,11,4,84,85,95,0,4,3,80,93,144,12,13,21,114,43,91,17,46,33,221,300,148,40,47,68,0,0,0,0,0,0,0,1,0,0,0,2
b4110,15,14,43,1,2,2,30,21,15,9,11,12,0,0,0,0,1,0,0,0,0,0,2,3,9,13,1,0,0,0,14,14,25,4,6,0,19,14,9,3,5,4,20,27,13,15,9,20,0,0,0,0,0,0,0,1,0,0,0,0
b4111,16055,11329,28707,721,725,519,28474,30520,8131,5928,6885,9882,1,16,16,267,240,130,23,43,1,361,190,73,872,1937,860,364,318,186,16026,14853,10134,3084,3412,3409,2403,2657,5968,1650,1024,1047,30407,37908,9871,6419,6873,10493,1,9,0,12,56,0,12,78,0,2,6,3
b4112,266,362,185,246,314,244,690,664,428,254,326,290,2,5,0,64,53,19,0,12,0,23,22,16,332,230,232,171,142,125,390,402,272,293,246,224,286,330,181,555,534,598,541,636,414,301,306,235,0,0,0,1,0,0,0,1,0,0,0,0
b4113,171,294,144,177,178,133,746,782,348,278,281,208,7,1,1,45,45,18,0,2,1,34,31,7,188,181,145,93,100,104,506,631,377,165,193,139,194,223,155,350,370,439,672,816,343,263,301,230,1,0,0,0,1,0,0,0,0,0,0,0
b4114,57,90,38,70,88,58,136,112,51,107,92,113,3,0,1,30,22,9,0,0,0,8,4,2,23,31,13,40,52,42,104,141,75,100,64,66,24,59,27,266,220,188,164,186,69,90,147,96,0,0,0,0,0,0,0,0,0,0,0,0
b4115,315,918,284,40,33,24,313,255,55,57,77,47,0,1,3,7,12,3,2,3,0,7,9,3,58,193,105,20,21,17,69,106,79,40,47,40,196,946,393,99,103,155,236,403,61,57,102,55,1,0,0,0,0,0,0,5,0,1,0,1
b4116,3035,9556,1645,5,10,2,1896,2459,551,37,54,16,3,5,18,0,1,0,8,22,4,40,14,9,471,2432,235,4,2,1,273,237,337,25,16,29,523,4475,531,12,12,15,1687,3061,575,33,41,10,0,0,0,11,6,0,0,26,0,1,0,2
b4117,249,613,288,8,13,18,478,374,282,129,130,66,3,1,2,4,8,0,0,2,0,11,12,3,205,168,176,4,11,3,80,63,144,24,29,37,331,1198,1536,67,74,66,460,544,226,172,106,114,2,0,0,1,0,0,0,1,0,1,2,1
b4118,41,138,60,124,125,48,255,300,192,575,523,529,8,8,10,35,16,11,0,16,3,82,63,25,215,238,249,65,46,72,211,227,178,206,232,166,353,355,391,234,262,234,381,593,210,536,555,534,1,0,0,0,1,0,0,1,0,0,0,0
b4119,636,771,109,396,388,231,1978,1168,182,1515,1970,6193,3,3,8,180,158,67,0,0,2,33,15,6,1595,1716,266,226,191,164,2189,1698,273,1164,1769,1606,442,1604,947,603,686,771,2527,1565,144,1570,2149,5908,2,0,0,2,1,0,1,2,0,1,1,0
b4120,101,117,36,155,186,101,1248,671,96,563,938,1685,1,2,1,53,51,32,0,0,5,11,2,5,574,687,79,102,81,60,965,988,118,405,597,461,145,182,203,385,268,213,1161,801,101,567,832,1654,0,0,0,0,0,0,0,1,0,0,0,0
b4121,57,79,42,17,21,14,45,66,56,48,43,26,0,2,2,8,4,2,1,0,0,6,6,3,85,73,31,13,9,7,13,26,45,30,44,31,87,71,45,80,43,70,30,62,60,47,42,54,0,0,0,0,3,0,0,0,0,0,0,0
b4122,1446,1939,1409,25,23,17,1087,1188,1416,295,327,352,13,14,36,8,14,5,16,38,18,189,98,30,1719,1854,3076,14,6,3,443,347,1165,49,69,72,1827,2672,2499,52,78,67,1209,2014,1568,467,350,317,0,0,0,3,1,0,0,7,0,0,0,1
b4123,1010,1532,807,37,58,45,656,792,831,319,522,382,9,10,20,11,19,4,3,19,6,133,96,54,1255,1608,1324,22,30,15,530,341,673,90,115,110,1137,2180,1235,74,103,80,833,1130,849,485,417,433,0,0,0,6,4,0,1,3,0,0,1,3
b4124,204,393,204,21,25,27,339,385,232,99,101,79,4,0,7,6,5,5,3,4,3,18,7,6,206,188,211,15,9,13,122,151,205,22,37,41,207,257,298,69,72,68,285,404,324,128,82,112,0,0,0,0,2,0,2,2,0,0,0,0
b4125,405,555,250,31,49,26,299,299,333,272,335,234,9,6,4,8,9,7,1,9,4,59,34,4,366,411,386,14,24,15,218,213,271,129,124,135,346,365,322,136,147,141,303,428,407,318,364,258,0,0,0,0,0,0,0,6,0,0,0,0
b4126,39,141,15,122,195,84,1270,1022,175,385,461,258,0,0,1,34,19,22,1,1,0,7,1,3,27,60,10,70,75,29,654,631,221,202,228,151,16,109,57,215,278,222,1116,1423,272,334,310,112,0,0,0,1,4,0,1,0,0,1,0,0
b4127,110,345,70,330,453,268,2387,2102,272,707,859,668,0,0,2,78,56,52,0,2,0,31,1,2,72,162,15,197,187,103,1878,2033,617,455,404,398,19,267,91,559,604,566,2965,2398,468,822,685,212,0,0,0,0,5,0,1,2,0,1,0,0
b4128,43,122,43,2,0,0,95,94,59,12,15,3,2,1,5,1,0,0,0,6,2,25,3,4,53,48,72,0,0,2,33,61,33,3,3,9,85,181,97,1,1,3,104,128,68,15,3,4,0,0,0,1,0,0,0,0,0,0,0,0
b4129,22772,29546,29590,794,1086,173,30427,22122,11310,8522,10516,6521,93,128,146,192,196,44,58,274,98,750,593,269,13453,12432,10089,307,292,108,10715,8632,11662,3448,4403,3505,23931,34623,42815,4829,4297,4525,32631,33895,12309,11108,9906,5577,9,6,0,58,41,0,7,138,0,8,7,31
b4130,82,100,560,22,19,10,2718,2626,87,44,84,47,0,1,1,9,3,3,0,0,0,15,5,1,61,53,44,6,11,6,617,831,103,29,36,31,67,79,4728,48,39,64,3257,4194,141,62,58,56,0,1,0,0,2,0,3,4,0,1,0,3
b4131,1910,821,25376,39,59,17,138173,79600,508,61,55,66,6,9,1,6,14,1,1,10,4,5,6,0,968,92,2502,10,7,8,28451,39187,1169,59,52,24,533,231,149481,75,142,59,156154,129233,741,175,60,32,9,16,1,19,123,1,22,19,0,13,19,123
b4132,617,440,6763,7,25,8,32062,37397,371,27,29,28,1,2,2,6,4,1,1,1,2,4,2,0,268,22,1075,5,4,2,10247,18316,487,41,86,33,315,129,23475,22,67,35,40447,63461,445,96,18,20,4,5,0,7,51,0,7,4,0,5,4,19
b4133,592,817,369,54,84,28,265,435,349,152,274,99,11,4,5,26,28,4,0,11,8,38,17,8,227,258,316,24,16,23,159,173,141,99,115,102,304,813,126,237,252,265,254,425,377,159,214,50,0,0,0,6,1,0,0,6,0,0,1,0
b4134,1,0,1,0,1,1,4,1,5,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,2,0,2,6,0,0,0,3,0,3,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
b4135,1648,2259,960,4192,5196,2907,6610,5363,2382,6747,7872,5463,11,10,16,853,670,355,11,25,3,145,77,39,901,1019,584,2033,1825,1212,5143,5420,2777,5477,6538,5041,1137,1793,1114,12449,11184,12798,6378,5794,2346,6550,7691,5110,7,3,0,8,11,0,4,18,0,4,0,1
b4136,935,901,946,170,183,102,380,489,829,681,889,530,6,3,6,66,58,18,5,13,9,55,68,19,810,583,758,63,63,89,275,183,322,340,588,403,810,532,409,508,603,825,438,661,858,929,885,646,1,0,0,1,0,0,0,6,0,1,3,0
b4137,650,667,297,135,134,61,498,568,663,542,698,256,4,3,6,48,26,19,0,9,4,38,19,14,613,463,211,38,32,42,318,309,347,241,412,235,456,321,210,322,371,548,418,638,574,542,545,395,0,0,0,0,0,0,0,4,0,1,0,2
b4138,4707,6880,4407,339,374,238,11990,18512,20080,6259,8789,5885,102,136,250,71,68,36,55,305,155,2579,1718,643,16239,17223,27921,133,119,84,4453,5079,18046,1177,1623,1323,11047,11172,19893,817,593,579,14043,31456,19189,7348,8399,5239,6,6,0,25,27,0,5,46,0,8,7,22
b4139,17303,29259,10371,2044,2761,962,26330,34853,48746,29663,37960,33368,376,457,533,359,337,66,207,1053,552,4079,3068,1306,65992,76686,80073,663,770,358,16641,13719,38892,6478,11772,7595,58138,86012,66046,1697,2777,3800,37948,73705,39802,41456,37428,26994,15,24,0,111,82,0,22,188,0,23,16,45
b4140,181,386,230,563,970,732,102,72,205,800,1389,348,2,2,7,162,93,81,2,18,3,11,17,5,417,603,219,443,434,253,270,177,169,921,1010,960,200,264,555,1390,684,590,109,133,248,703,1217,444,0,0,0,3,1,0,0,4,0,0,2,0
b4141,121,123,99,94,114,85,80,94,133,104,162,113,2,0,2,21,15,12,0,9,0,9,15,1,99,99,84,44,30,58,54,63,110,86,78,101,94,77,55,228,232,175,91,103,101,132,131,88,0,0,0,2,0,0,0,0,0,0,0,0
b4142,4177,6972,3984,575,1186,507,3728,5007,7879,5923,8152,4159,16,67,72,163,230,77,43,216,46,993,508,118,5965,8401,1948,197,271,312,5330,3051,3966,3177,3326,2445,3440,11137,6535,3573,2258,1599,4473,7876,7687,7828,6696,2927,1,1,0,13,4,0,4,38,0,4,2,2
b4143,23924,34830,27356,7510,12203,5541,24019,28810,40719,44640,50959,43380,141,434,533,2127,2299,954,196,1212,236,9191,4912,760,32150,47798,14919,2506,2735,1919,35449,18032,24036,28956,28310,32563,15693,65983,53318,25501,16617,12580,30848,43912,41132,57851,52091,35012,17,27,0,115,41,0,20,220,0,18,29,31
b4144,1125,1686,1163,189,267,140,2741,3112,2631,1417,1500,1490,25,31,24,52,81,19,20,58,14,356,281,89,1524,1210,1230,49,62,73,1166,1250,3272,444,550,402,1531,1890,1703,617,763,831,2968,4453,3268,1769,1472,1851,1,0,0,5,4,0,1,12,0,0,1,0
b4145,31,34,22,0,2,1,23,48,88,6,15,17,0,1,0,2,0,0,2,1,0,7,4,3,21,36,27,0,0,0,9,28,28,6,6,5,19,10,46,2,5,3,35,58,73,10,5,5,0,0,0,0,0,0,0,0,0,0,0,0
b4146,1755,1511,1009,136,171,79,730,858,1059,689,703,359,5,20,11,23,50,9,0,12,4,41,41,11,987,881,986,46,52,58,386,351,632,206,194,142,1103,697,234,698,949,1001,612,773,983,681,700,541,0,0,0,0,0,0,0,7,0,3,1,0
b4147,5182,4694,6550,458,778,387,2802,3314,5644,2699,2870,2665,30,73,110,113,157,60,36,101,42,222,316,56,2751,2090,6472,178,248,250,1504,1424,4015,1203,1187,1139,4779,5338,2274,2787,3102,3556,2923,4170,5104,3493,2966,2946,3,1,0,9,6,0,4,28,0,2,1,1
b4148,147,190,75,95,130,88,242,249,192,266,256,290,12,2,2,24,30,11,0,4,1,6,5,11,72,133,82,41,73,38,162,139,231,174,193,220,68,95,66,316,219,291,297,277,189,299,297,317,0,0,0,0,0,0,0,1,0,1,0,0
b4149,355,927,135,2835,3021,2094,10994,9096,1864,6177,7267,7993,2,2,1,633,389,279,5,8,2,103,31,31,120,465,66,1567,1537,745,6997,7370,3414,4286,4515,3683,103,809,672,4731,3371,3517,11597,11536,1841,5468,7485,7375,4,1,0,2,17,0,5,8,0,2,3,0
b4150,355,466,169,15,40,15,321,433,493,129,172,70,1,2,4,5,7,5,1,6,1,21,18,8,265,286,290,11,5,10,135,119,280,30,36,30,273,247,73,98,207,248,264,492,547,148,121,104,0,0,0,0,1,0,0,3,0,0,0,0
