,p1k_00059,p1k_00129,p1k_00749,p1k_00177,p1k_00769,p1k_00479,p1k_00030,p1k_00062,p1k_00746,p1k_00399,p1k_00766,p1k_00001,p1k_00091,p1k_00770,p1k_00455,p1k_00727,p1k_00498,p1k_00402,p1k_00739,p1k_00768,p1k_00530,p1k_00087,p1k_00082,p1k_00122,p1k_00398,p1k_00058,p1k_00171,p1k_00731,p1k_00179,p1k_00032,p1k_00103,p1k_00063,p1k_00500,p1k_00742,p1k_00726,p1k_00151,p1k_00745,p1k_00750,p1k_00751,p1k_00111,p1k_00180,p1k_00403,p1k_00101,p1k_00531,p1k_00088,p1k_00721,p1k_00121,p1k_00495,p1k_00004,p1k_00752,p1k_00028,p1k_00719,p1k_00741,p1k_00128,p1k_00095,p1k_00397,p1k_00400,p1k_00029,p1k_00478,p1k_00165,p1k_00456,p1k_00112,p1k_00722,p1k_00723,p1k_00085,p1k_00031,p1k_00482,p1k_00172,p1k_00083,p1k_00020,p1k_00108,p1k_00123,p1k_00115,p1k_00166,p1k_00100,p1k_00132,p1k_00003,p1k_00174,p1k_00747,p1k_00002,p1k_00527,p1k_00728,p1k_00084,p1k_00499,p1k_00113,p1k_00089,p1k_00480,p1k_00110,p1k_00099,p1k_00150,p1k_00019,p1k_00394,p1k_00481,p1k_00178,p1k_00528,p1k_00126,p1k_00738,p1k_00765,p1k_00094,p1k_00526,p1k_00718,p1k_00396,p1k_00732,p1k_00725,p1k_00533,p1k_00098,p1k_00496,p1k_00477,p1k_00393,p1k_00740,p1k_00730,p1k_00401,p1k_00119,p1k_00102,p1k_00748,p1k_00090,p1k_00529,p1k_00497,p1k_00152,p1k_00114,p1k_00404,p1k_00532,p1k_00767,p1k_00086,p1k_00109,p1k_00395,p1k_00104,p1k_00124,p1k_00120,p1k_00737,p1k_00173,p1k_00729,p1k_00148,p1k_00131,p1k_00027,p1k_00153,p1k_00724
b0151,-0.463551414,-0.065020776,-2.126058601,-0.809100474,-1.100987617,-2.690352299,0.107722394,-0.643979775,-1.094301124,-2.527198316,-1.090269986,-0.350064964,0.111480905,-0.982185793,-4.379947472,-1.599014325,-3.376496985,-1.086846298,-0.422084527,-1.308784824,-0.995064139,0.012662047,0.109051083,0.586746887,-2.538021212,-0.325231958,-0.94103439,-1.56998853,-0.957637664,-1.356182763,-1.270599836,-0.456264274,-3.852436605,-0.312354926,-0.073565355,-1.037902259,-1.134955874,-2.336431836,-0.618384249,-0.915448086,-0.660327791,-1.163328582,-0.364256351,-0.471792695,0.064978292,0.758906418,0.085957879,0.392128556,0.564465244,-0.622190499,-0.129832956,0.709679677,-0.716038032,-2.618457629,-0.489728459,-2.660283983,-2.19617868,0.085166964,-0.353431618,-0.687639059,-3.926875412,-0.517612999,-0.167143435,0.149750345,-0.597334358,-1.240854959,-3.612450879,-0.975402054,0.231131105,-0.354728535,0.321359322,0.589208975,-0.744338145,-0.626360415,-0.121519882,-0.01842923,0.441041421,-1.293903997,-0.844554568,-0.07012674,-1.400940086,-1.26060689,-0.438782411,-3.477036373,-0.351552136,0.215219827,-2.43523098,-0.938688266,-0.609489762,-2.283461194,-0.437037981,-1.874744093,-3.68203175,-0.70018823,-0.750798772,0,-0.43881482,-0.952636027,-0.39243569,-0.887957857,-0.434857537,-1.001804422,-1.144086324,0.030835711,-1.104702534,-0.443100239,0.46528858,-0.631366938,-3.241795859,-0.443173677,-1.04545322,-0.87421057,0.044127449,-0.47980188,-1.07590838,-0.053197852,-1.229728555,-3.111178122,-0.265692239,-0.631593385,-0.853697154,-0.905374131,-1.310164535,-0.069980139,0.486706206,-1.4754006,-1.34094685,0.376586078,0.169986081,-1.206501763,-1.322770595,-1.484058189,-2.078210128,-0.486656882,-0.097042644,0.176840263,-0.143850851
b3165,0.64030289,-0.16827069,0.66749106,0.75125406,0.22617531,1.83583226,-0.80810882,0.32920491,-0.0422836,0.65132996,0.23748583,-0.11032072,-0.63428012,0.1967211,-3.767927455,-0.24488467,-2.708123444,0.56641944,0.42667971,0.42051234,0.84067226,-1.71217837,-1.30993017,-0.99145168,0.42615697,0.6401484,-0.07142214,0.24921499,0.03709547,-1.19468164,-0.44047443,0.30089201,-1.32741598,0.53933574,0.96533085,0.59081654,-0.10192527,0.46285468,0.9294334,-0.66574886,-0.14466232,0.57121133,-0.47126271,0.55611943,-0.98998226,0.23354513,-0.58160259,-1.036243,-1.38555021,1.03276319,-0.7356245,0.41591384,0.46361926,0.27251853,-1.24881825,0.40300978,0.62564881,-0.77142285,-0.02761317,-0.85104146,-3.463006413,-0.42487791,0.21571544,0.52596161,-1.034277,-0.8636446,-3.239131689,-0.02146174,-1.24325731,-0.35898541,-0.71698003,-0.71817374,-1.56286339,-0.28025146,0.48113068,-1.02343211,-1.3854143,0.61195694,0.83489014,-0.15742241,0.51714444,0.53515848,-1.3060614,-1.3570671,-1.54055331,-0.8720827,1.86397536,-0.57163218,-0.79619681,0.46839536,-0.55085473,0.7321492,-3.344969729,0.76708022,0.32046685,0,0.15819719,0.29532252,-1.19620531,0.56615243,0.07874307,0.59569524,0.68737467,0.79510002,0.7263166,-0.75344911,-0.92590245,-0.0472103,0.76661487,0.25848912,0.69445199,0.4879996,-0.60972655,-0.43027598,0.79302289,-0.69337446,0.37041299,-2.607638078,0.64782259,-1.38309234,0.36573259,0.83513237,0.50947579,-1.57398133,-0.69872581,0.22077268,-0.24112032,-0.80698972,-0.64701336,0.17948724,0.72829134,0.29206782,0.39500991,0.0687857,-0.74308831,0.72525168,0.20050126
b3805,0.335870227,0.924319514,-1.752135445,-0.269699558,-0.290637373,-1.34521647,-0.461814178,0.273268527,-0.770134177,-0.577078389,-0.147638239,-0.354422186,-0.560178247,-0.289152352,1.060025845,-0.121481775,1.018355033,-0.324847496,-0.492085762,-0.358382697,0.248597917,0.159190684,0.443908528,-0.11567619,-0.360189268,0.283200504,-0.493352846,-0.417022972,-0.055649887,-0.542525079,-0.320915131,0.094659625,-0.011916261,-0.570827685,-1.114443499,-0.021947143,-0.809162166,-1.381668343,-0.063056891,0.018111503,-0.01321838,-0.372996216,-0.215314404,0.364350344,-0.438820956,-0.027274612,0.09324403,0.235328365,-0.136117172,0.067677348,-0.226058051,-0.164878601,-0.597140985,-0.430555525,0.477517484,-0.581819801,-0.465948862,-0.473660895,-0.008463042,-0.371085711,1.285930335,0.023452403,-0.31399744,-0.268420818,0.273062341,-0.468495453,1.457739175,-0.416040782,0.567116592,-0.171543976,0.398850709,0.008924602,0.761085022,-0.378189407,-0.160870476,0.33622045,-0.294919194,-0.828542072,-0.121553167,-0.162580122,0.905360865,-0.421906809,0.553705996,-0.023968058,0.435335922,-0.422848501,-1.317665918,0.05716691,0.394243051,0.283720075,-0.333142064,-0.511212004,1.358877463,-0.303120921,1.06972933,0,-0.516459902,-0.475144536,0.417274219,0.881339208,-0.151200226,-0.502038332,-0.43008217,-1.096942557,0.16845374,0.569431787,0.313303364,-0.03212576,-0.40181439,-0.452071553,-0.489986139,-0.41900064,0.158219669,-0.192462837,-0.130664615,-0.590453254,0.905004727,1.109766749,-0.047730811,0.495211293,-0.487643952,0.232051783,-0.279924213,0.102832319,0.495018407,-0.583517694,-0.107196316,-0.209863885,0.014638503,-0.408345571,-0.772880054,-0.402836356,0.337725953,0.891434437,-0.21684034,-0.53476696,-0.828609032
b2568,-0.20523513,-0.928101347,-0.040557041,0.033932175,0.115169047,-2.309748588,-0.252019548,0.122847091,-0.187166265,-0.033037211,0.102110334,-0.228220955,-0.39428818,0.091293975,-2.931349885,-0.152229441,-1.967617184,-0.262624384,-0.041675791,-0.023881702,0.022118378,-0.474833799,-0.350057869,-0.297845673,-0.108284398,-0.184565596,0.12487218,-0.168699418,-0.235801189,-0.322478283,-0.086808769,0.160848222,-1.595122841,-0.007614446,-0.067056307,0.124412327,-0.277210651,-0.19836176,-0.06417227,-0.239981172,-0.247607384,-0.398928053,0.115367655,0.058712028,-0.327294767,0.104730447,-0.07029975,-0.584797322,-0.46982377,-0.0552007,0.021926227,0.083340837,0.013645791,-0.059927927,-0.45033093,-0.209212358,-0.030120564,-0.28167828,-0.544430344,0.26976493,-3.229439334,-0.163219373,-0.259914453,0.093352556,-0.423412429,-0.326456821,-2.764969215,0.155283903,-0.42664252,-1.442599353,-0.718226105,-0.438126067,-0.769270459,0.292593484,-0.249841596,-0.220688379,-0.564147339,0.052989684,-0.061594482,-0.1560962,-0.809436627,0.170755311,-0.554656561,-1.610204002,-0.609153501,-0.430307288,-2.158743371,-0.126682818,-0.127607258,0.017480857,-1.455943799,0.025500518,-2.63160684,0.066618549,-0.260526125,0,0.025645345,0.057466408,-0.560114581,-0.380279611,-0.43639419,0.018898887,0.165935128,-0.072898199,-0.076879496,-0.166777097,-0.799993177,-0.55270445,-0.09522718,-0.042062081,0.160740068,-0.208826556,-0.006847079,0.143547775,-0.016241563,-0.2946385,-0.717309826,-2.138729366,0.111053728,-0.7506323,-0.348006468,0.028119907,0.112628192,-0.459180162,-1.177438335,-0.011046634,0.070429551,-0.46042424,-0.082247768,0.011497,0.035843996,-0.236066969,-0.241073708,-0.323674217,0.003690919,-0.127403943,-0.426657247
b0795,0.330111343,0.944485848,-0.822604834,-0.540033007,0.018900126,-1.357354951,0.825391212,0.377922757,0.539660085,-0.623738802,-0.055210817,0.371812388,0.899479083,-0.225245684,0.625381383,0.367887458,-0.025078718,-0.517091795,0.542339438,0.183299899,-1.754484112,0.642844895,0.560232796,0.835110653,0.652391792,0.495775281,-0.6998316,0.40225548,-0.112550454,1.236771251,-0.25517613,-0.02860937,0.788957285,0.332825059,0.062320542,-0.30319075,0.665623088,-0.361271108,-0.217151446,0.712278571,0.080548708,0.437168511,-0.864632081,-1.225280973,1.064476299,0.499905145,0.852536734,1.20308256,1.003849385,-0.346776249,0.640537497,0.05679333,0.316878743,-0.575236247,1.524592836,0.575922745,-0.913242242,0.697384464,0.280828678,0.134367335,1.054002096,0.498168703,0.383984698,-0.045640091,0.574886301,1.034220386,-0.0659535,-0.935373707,0.629737991,2.200246467,1.050583644,0.536842918,1.472067071,-0.28020908,0.021768354,0.871760485,1.163797213,-0.881041427,-0.323231311,0.370952176,-0.738895003,0.093319393,0.704874028,0.866784145,1.562616247,1.034398867,-1.566126951,0.694101918,1.027412847,0.267312646,2.026433921,-0.146057179,-0.171808443,-0.532627119,-1.351624836,0,0.773667289,0.082622569,1.517211873,-1.281203532,0.4668227,-0.67521917,-0.155327403,-0.248813047,-1.922972929,0.947442579,1.348717241,0.306410691,-0.24805584,0.538029609,0.060582432,-0.60587513,1.04161341,-0.582088683,-0.175869232,1.027786598,-0.877095013,-0.112093642,-0.376235302,1.286244006,0.294075871,-1.862332357,0.059993703,0.653535283,1.304732848,-0.323425462,-0.303390575,0.733466138,0.861566996,0.735906711,-0.778679513,0.383593294,0.260354889,0.148274238,0.636961037,0.108739051,0.332567423
b1178,-0.481994586,-0.211073795,-0.389271091,-1.834996719,2.032560385,-3.2293836,3.879967656,-0.628533676,0.617152804,-2.341797166,2.185346382,-0.445421975,-0.508746422,2.040467492,0.832148192,2.047679123,0.529384761,-0.89126161,2.563221099,2.319516639,-2.815287121,-0.608503582,-0.398317483,-1.789190752,0.447787707,-0.785057072,-1.976323622,2.255751002,-1.157273464,0.473308268,-2.692282251,-0.408964439,0.571541548,2.412498305,1.507979665,-1.63204656,1.727884389,0.586683541,2.349919117,-0.944989884,-1.407947202,0.131575957,-0.758716407,-2.725664867,-0.776581104,2.910839166,-1.121397147,-1.051845313,0.168932324,2.490117529,-0.076781003,2.682760465,2.451434231,-0.495463377,-1.333278786,0.192883585,-2.986456362,3.533071616,-0.382168229,-2.251174551,0.691868582,-0.794077382,1.552663804,1.809835716,-0.398122597,0.195293364,0.722856398,-2.108700898,-0.650258037,2.511970966,0.030302608,-1.637537139,-0.463320842,-2.085573028,2.373618245,1.031100806,0.289093434,-2.593242641,2.371557966,-0.390120318,-1.042083821,1.895780434,-0.521870683,0.439542765,-0.431355681,-1.036646211,-3.19766699,-1.010655586,-2.278776808,-2.495930183,2.692691856,-2.01517724,0.898331126,-2.10179835,-1.408327005,0,2.710201797,2.540392029,-0.815215174,-1.43124346,2.487312696,-0.984374559,2.376624116,1.093444327,-2.42462272,-2.343458038,-0.908061911,-0.457885788,-2.7086852,2.708379535,2.207547174,-1.026432546,-1.118886893,-1.034160421,2.334960116,-0.755114918,-0.923971547,0.539735819,-1.670599049,-0.56507804,0.284647694,-2.305476477,2.007785126,-0.175498339,-0.306525903,-0.759759191,-3.159049214,-1.484054183,-1.181581294,2.890194436,-2.08836507,2.291164572,-2.153620296,2.075267608,-0.327511529,-1.339169859,1.846700273
b2764,-2.348888997,-1.077724893,-1.060902859,-1.725253719,-1.100228517,-4.116336435,-2.662578716,-2.276212297,-0.91025044,-1.168520491,-1.755397857,-1.808919682,-1.286830935,-1.066953175,-7.048982028,-0.913833515,-7.26606992,-0.840905674,-1.972740188,-1.119556083,-3.234963677,-2.6702834,-1.765067058,-1.943304783,-1.404040852,-2.368609485,-3.068002748,-0.59304945,-2.367284704,-2.45612374,-2.164393305,-2.372607455,-8.166676737,-1.976130733,-1.421683378,-1.741391733,-0.80736714,-1.012295562,-0.87342341,-1.252218856,-2.242733854,-1.62091655,-0.66041761,-3.106114048,-2.168226118,-2.387062701,-1.520547926,-8.854973132,-1.038421572,-1.320191681,-1.927546355,-1.602485996,-1.864288293,0.39324311,-4.239023992,-1.283986119,-1.119270147,-2.528960933,-2.729761467,-2.185885909,-6.720655895,-1.342875877,-0.58804358,-1.056289501,-1.355427459,-2.390500883,-9.047622505,-3.148410419,-1.718731987,-8.773162548,-1.908245027,-2.175427454,-3.556786551,-2.187826655,-1.112175645,-0.72876013,-1.400181383,-2.68148777,-1.30233493,-1.600184926,-3.668525851,-1.558279566,-1.351679453,-7.756054584,-4.692139066,-2.18078055,-4.153226646,-1.377007392,-3.508864943,-4.23110163,-8.743014656,-1.176742357,-8.839229112,-1.785640901,-3.221514217,0,-1.840914644,-1.492199738,-4.255640974,-3.446357259,-0.893285407,-1.040576233,-1.142051714,-1.07482509,-3.117886945,-3.469325582,-9.129701566,-2.738225697,-0.881229435,-1.992757433,-1.24388087,-0.977348052,-1.567682095,-0.64737753,-1.275290122,-1.294802925,-3.548409997,-7.163506264,-1.802448385,-3.145400279,-1.450292515,-3.264552162,-1.152646549,-2.766234454,-3.165347797,-1.07062396,-2.148335666,-2.393448152,-1.463221313,-1.819138634,-2.786502771,-0.71290862,-3.848859176,-0.44562025,-1.95826863,-2.307084216,-0.49282688
b1482,2.425981851,0.966120051,2.618655127,1.33911622,1.283207577,1.927089875,4.718548263,2.613693725,4.580108613,0.952543702,1.235003153,3.530366652,3.30318095,1.312986242,2.082773465,1.016062386,2.191780888,0.228979191,1.98431612,2.412783652,0.793590695,3.76363988,3.744627292,5.297910693,-0.239376878,2.444530051,1.891455497,1.226786714,3.395133758,5.322891933,0.724640137,2.740784238,3.552353557,1.803653578,1.229792747,1.578886093,4.619303233,2.935292845,-0.72345444,3.656299073,3.425091682,0.084086556,0.723686533,1.903396058,3.893608287,2.723727804,5.131198163,0.751827931,5.951463153,-0.527316666,5.494954833,1.279549786,1.864399211,-1.413240057,4.473149983,-0.440987564,1.116138521,4.600848113,3.322377837,2.662395948,2.131165184,3.632450173,1.544323158,1.159244871,3.240362386,5.153528443,1.231320507,1.750448252,3.62545285,5.611876673,4.059405643,5.345420963,4.239693073,2.437915634,2.221227515,2.514805059,6.110438753,0.622089197,2.50262316,3.528535411,0.67039301,0.627310673,3.05512596,3.617067506,4.192679613,3.940639433,1.915059304,3.531744785,3.976525529,0.632975433,5.595115813,1.145867446,0.876453853,0.513122475,0.190901941,0,2.534981348,1.569799137,4.527821173,0.316080503,1.486416075,-0.570880816,0.682058624,0.540624893,0.834507299,4.054647393,0.871826163,3.276369263,1.234269732,2.069482251,0.880838016,0.01432136,5.058101983,0.679976675,2.442966314,3.16617397,0.606571288,2.19581132,1.150072265,4.148088403,0.000126511,0.425667466,2.272841882,3.867337662,4.114232513,-0.257473466,0.892775404,5.343238613,5.007241283,2.744264423,0.703164204,1.308884319,0.372780111,0.944861536,5.491436683,2.039033872,1.254628362
b4213,1.379474674,0.221413375,-1.580648511,0.654513291,0.326719459,-1.335857257,0.190127796,1.021779597,-0.870992682,0.554918557,0.589532092,0.381122409,0.796744959,0.421788444,1.958182083,0.906347947,2.779044819,0.74911899,-0.056845132,-0.131724932,-0.943628308,1.654596669,1.698949325,0.050090132,0.970319222,1.316810415,0.960001959,0.549453819,1.61766924,0.386122436,1.727714165,1.341631859,2.211406669,-0.079559408,-0.33354398,1.025469477,-0.817621212,-1.395326923,-0.033956939,-0.533712236,1.555892998,1.124559393,0.273530559,-0.520938876,0.749140096,0.740961858,-0.27978763,2.733553693,-0.337567986,-0.131666349,-0.22083305,0.594827961,-0.014344192,-0.464420669,2.248509469,1.045280405,0.497015776,0.178098166,0.309855974,1.397984318,2.215926749,-0.174849928,0.655274619,0.12604754,1.492206993,0.488530273,2.105160657,0.807227319,1.774764066,0.037196411,0.21785153,-0.206151654,0.648359882,1.281048422,0.637752555,1.049217867,-0.076284233,0.414773687,-0.058200996,0.500364361,0.560967903,0.608980008,1.426445915,2.169123634,0.701501101,0.687064922,-1.407991241,-0.33614543,2.32120283,0.203103079,0.057978157,0.642419945,2.050158128,0.557089899,0.420058205,0,-0.05937584,0.672466831,2.245766337,0.335902065,0.917716121,0.583603701,0.318409745,-0.655535778,-0.76006513,2.445198544,2.760807418,0.228694796,0.532903854,-0.112641887,0.287835307,0.824475875,-0.335231501,0.144600977,-0.008557329,0.70182336,0.770087938,2.847095369,1.234896402,0.62719421,1.264449436,-0.769881374,-0.061633499,1.873621516,0.355114575,0.864930827,1.661133542,-0.009843877,-0.432292485,-0.08491668,0.487605174,0.571080107,0.128482274,0.020910422,-0.117678774,0.425561966,0.082639365
b3705,-0.513208204,-1.113724246,-0.340863749,-0.229790959,-0.395984609,-2.09775318,-0.973483281,-0.67780005,-0.703378477,-0.914096733,-0.649445082,-0.475840059,-0.5952479,-0.411124304,-4.727729606,-0.420904105,-4.494920239,-0.851214407,-0.632754235,-0.911985572,-0.419585745,-1.211368398,-0.586481373,-0.792595853,-1.119374438,-0.490378721,-0.797088336,-0.510948787,-0.85143442,-1.184337619,0.108879711,-0.538235518,-3.074100805,-0.597847048,-0.467754505,-0.818848433,-0.785944083,-0.387199174,0.700096849,-0.656751287,-0.725950973,-1.304185652,-0.140208823,-0.616686886,-0.808587224,-0.876314454,-0.838288777,-1.653599027,-1.461447117,0.571423259,-1.221450515,-0.625476229,-0.585812335,0.060880169,-0.647286297,-1.20567916,-0.807538643,-0.929053419,-1.658059577,-1.035761193,-4.431183315,-0.588479538,-0.348410325,-0.549748409,-0.567239355,-1.093677156,-5.146233532,-0.806287049,-0.434438871,-2.512573629,-2.328250678,-0.883159042,-0.457708032,-0.992258626,-0.560965116,-0.487160844,-1.43319626,-0.311001148,0.552300879,-0.458405538,-1.504850842,-0.553614819,-0.359756719,-2.9506849,-0.768617745,-0.783293191,-2.136998701,-0.654921744,-0.271015167,-1.089647002,-2.636757692,-0.801460275,-5.132800056,-0.169019208,-1.270515752,0,-0.696230124,-0.621167678,-0.587566281,-1.28206109,-0.52379575,-0.677862064,-0.542339898,-0.420039339,-0.692329136,-0.224898868,-1.935040772,-1.650065152,-0.598369426,-0.554695522,-0.588249182,-0.835469589,-0.763735753,-0.089117489,0.570848059,-0.506752266,-1.534197108,-4.634815186,-0.461156173,-0.626126592,-0.881927878,-0.651891111,-0.728578028,-1.194948029,-2.275219006,-0.630838245,0.120440376,-0.876023325,-0.787594203,-0.75385992,-0.315106025,-0.545119099,-1.177273049,-0.94484165,-1.230886524,-0.273152993,-0.387846143
b3734,0.05522638,-0.30523948,-0.5674894,0.40599729,-0.21760352,-1.269411123,-0.19391676,0.12069463,-1.012035171,-0.00311356,-0.11011944,0.27465163,0.32378836,-0.23131626,-2.455797776,-0.16265476,-1.511450028,-0.1295729,-0.60730952,-0.78809361,-0.5409289,0.29874744,0.89306733,-0.33038363,-0.55443593,0.05864237,0.55561297,-0.79231571,0.53529814,-0.51960744,1.16755367,0.07634141,-1.051630778,-0.74282848,-0.07111037,-0.32274513,-1.088741896,-0.54914578,0.41907189,1.04260526,0.65312841,-0.66173203,0.65995046,-0.61990324,0.00317157,-0.01907837,-0.69603167,0.03719066,-1.139978433,0.22025671,-0.6166809,0.18299598,-0.66928336,0.32216865,1.05961106,-0.33072264,0.11514457,-0.08677399,-0.12790067,0.98095944,-2.266920298,0.97195814,-0.30595822,0.02945049,1.30925961,-0.46877899,-2.251799332,0.49484446,0.97615464,-1.207181745,0.75199494,-0.54368051,0.59360537,0.74363077,0.33577546,0.57948526,-1.061713611,0.59085153,0.57201199,0.24126999,-0.24118425,0.19931987,1.48454272,-1.076675651,0.60723751,0.02932221,-1.334975499,1.04232165,0.79659236,-0.22142396,-1.305806095,-0.14715545,-2.333272071,0.38747881,0.05137781,0,-0.67166267,-0.12228972,1.04299515,-0.09070372,-0.28976198,-0.39435727,-0.1515602,-0.01813315,-0.56882873,0.7962436,0.09101668,-0.14775994,-0.37149512,-0.55761547,-0.16039852,-0.10508471,-0.4649236,0.66866544,0.60050732,0.34477869,-0.22964799,-1.531713141,0.53854818,0.68822474,-0.48226442,-0.60164018,-0.7074753,0.24988032,0.48606705,-0.37554804,1.17520399,-0.61619697,-0.51658158,-0.79761651,0.64146244,-0.73055419,-0.54960725,0.17930022,-0.61562266,0.61838955,-0.72740375
b0082,1.024341077,0.975740129,0.135215245,-0.466541166,0.348694313,-0.93817651,0.496418843,0.890158095,0.90491739,-0.16043935,0.117620142,0.358261382,0.428234421,0.410652799,0.442926305,0.741197356,0.81782626,0.207825223,0.655204564,0.696836773,-1.06468465,0.193985746,0.399650242,1.000589649,1.108946152,0.974344072,-0.431074039,0.773650683,-0.257886154,0.783412813,0.152818022,1.032624523,-0.273174472,0.52117169,0.427277981,0.792359345,1.018832073,0.283928678,0.185293239,1.015069862,-0.130022604,0.885326625,0.323105331,-0.755537725,0.533934099,0.465591621,1.375585388,-0.01642027,1.137503589,0.079992216,0.845209727,0.247324396,0.442251884,-0.049575133,0.383864667,0.625999146,0.075527818,0.560860032,-0.087888457,-0.769786129,0.42442858,0.859504098,0.540884563,0.178581732,0.571276958,0.945643915,0.886617154,-0.743226177,0.405670466,1.390899657,1.254246846,1.174306366,0.705465703,-0.5407652,0.435434931,0.7733093,1.224121577,-0.495661945,0.306684876,0.460919605,-0.295174027,0.345937133,0.379038618,-0.086149755,0.682395259,0.593711744,-0.933414201,0.93700488,0.819551894,0.122662521,1.262992054,0.068802515,0.801130656,-0.48463046,-0.625340079,0,0.695872786,0.380060275,0.571270741,-0.718496508,0.59969958,0.119105913,0.3477614,0.382592,-0.955730745,0.775361003,0.039724021,-0.196301267,0.162273206,0.512465871,0.296780409,0.078042955,1.430366285,0.412279388,0.388679705,0.464733155,-0.288922347,0.802043616,0.566908171,0.561217884,0.797648607,-0.836080704,0.645662567,-0.04023999,1.27747187,0.125723173,0.28827021,1.185648444,1.43234058,0.647764751,-0.62208621,0.704438938,0.09531664,0.896277958,0.762224876,0.7550166,0.874254437
b3844,0.934467276,0.57169718,0.058566396,0.29002276,0.757415835,-0.510129063,0.430185076,1.119422003,0.207400864,0.088598593,0.449192176,0.471950915,0.750169676,0.719293281,0.507903792,0.545750695,1.093440297,0.266232273,0.68093002,0.72783149,0.870284923,0.985782089,0.6570376,0.970567265,0.507998112,0.983288433,0.105718638,0.170162701,0.74983239,0.594455711,0.769599794,1.348674684,-0.078378517,0.560811366,0.354810469,0.451054837,0.209670614,-0.01262629,-0.001383123,0.739207106,0.782217467,0.47300593,0.627476867,1.17536206,0.836775763,0.692230626,1.072247792,0.714797533,0.729882618,-0.012253689,0.593730139,0.606203831,0.592035636,0.181482261,1.157980113,0.547501923,0.255359653,0.427896409,0.349044128,0.411812185,0.490457046,0.750359638,0.351499167,0.519785875,0.452412119,0.584078857,1.445494506,0.311115634,0.555673808,0.778408647,0.792098043,0.99895571,0.218392838,0.376500638,0.695909272,1.112202338,0.76664148,0.306215958,-0.168798171,0.442505842,1.168487058,0.481029979,0.568149606,0.027071253,0.402654748,0.821899849,-0.628394045,0.790211869,0.942612104,0.502173498,0.905757928,0.252761836,1.3629536,0.4161742,1.083408454,0,0.660871763,0.368788757,0.895708863,1.114923561,0.535806197,0.193656259,0.26936475,0.459695289,0.775526927,0.786602089,0.801693216,0.34492201,0.384086533,0.547057864,0.402079024,0.239546247,1.18438002,0.626558155,-0.195076358,0.679397819,1.105619682,1.157158808,0.789810861,0.296616165,0.533422702,0.943384969,0.649396718,0.874343268,0.794186443,0.28659834,0.923600113,0.875474689,1.003953591,0.659190575,0.118070747,0.274410592,0.429534794,0.366408882,0.483716624,0.68556532,0.457760142
b2329,-0.495504686,-0.509108509,-1.456762109,-0.342264437,-0.407746434,-2.971537803,-0.230426126,-0.313781243,-0.746252984,-0.542605935,-0.558670281,-0.155277098,-0.007716767,-0.398438492,-2.89098176,-0.024023675,-1.631356525,-0.335436983,-0.353776514,-0.083704408,0.669259757,-0.214906853,-0.196845935,0.227156064,-0.512781468,-0.517061975,-0.66716274,-0.263668199,-0.413757981,-0.273857004,-0.784652125,-0.46668304,-2.321644774,-0.489768793,-0.569484374,-0.859230099,-0.73900202,-1.308411605,-0.431522504,0.290215881,-0.26196641,-0.715150028,0.0953594,0.828566449,0.078657013,-0.116798031,0.204258452,-1.444185386,-0.171386533,-0.585826565,-0.31920776,-0.268480922,-0.422999766,-0.174831427,-0.848119572,-0.731626001,-0.500182474,-0.255798796,-0.913776205,-0.364148813,-2.59189358,0.317299866,-0.18818249,-0.304233701,0.016211302,-0.321048014,-1.962473684,-0.662988816,-0.144029179,-0.68025532,-0.245149981,0.079072339,-0.135578263,-0.474912158,-0.20397285,0.360703473,-0.178316444,-0.594705587,-0.640611559,-0.140737814,0.825637528,-0.283737447,-0.009396894,-2.348192556,-0.350878356,0.075886304,-2.928582231,0.271479256,-0.579399794,-0.502932124,-0.868878856,-0.481843253,-1.969409018,-0.37184925,0.990099929,0,-0.392888111,-0.40445579,-0.902358132,0.930512426,-0.192792426,-0.444901261,-0.293835727,-0.71282856,0.617414795,-0.574369226,-1.478040458,-0.864537822,-0.411852686,-0.336624671,-0.272466029,-0.437692155,0.295108825,0.139700627,-0.558565751,0.015151244,0.816711897,-1.584421805,-0.575494619,-0.260156271,-0.522871397,0.607820987,-0.073191514,-0.335714669,-0.271655038,-0.302614827,-0.864401288,0.083492399,0.276153531,-0.412580423,-0.5255586,-0.238773499,-0.433778758,-0.371862295,-0.39784934,-0.69666294,-0.356719878
